剧名称	group_title	发弹幕时刻相对于视频起始时间偏移量	累计点赞数	弹幕内容
幸得相遇离婚时	第3集	29935	0	像七个月的[委屈]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	224775	0	凹凸曼
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	101034	0	王妈哈哈哈哈[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	94907	0	汪汪队[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	188145	8	谁懂在许我耀眼里发现英宝的无力感
幸得相遇离婚时	第4集	35900	1	王小亿
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	186042	0	笑死我了[捂脸][捂脸][捂脸]
撕夜	第2集	87795	0	哇女主漂亮，喜欢！！
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	35653	4	最后的时候说是有人找他，他直接坐起来了
幸得相遇离婚时	第3集	169908	0	羡慕豪车
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	188977	0	笑不活了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	234726	1	好萌[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	191467	0	再傻本质也不变[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	145750	3	[偷笑][偷笑][偷笑][偷笑]
那年冬至	第5集	62029	0	“这辈子都不可能叫～”
北往	第4集	16998	0	这两天都过去了吧[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	153648	0	[捂脸][笑哭][笑哭][笑哭]
荒年全村啃树皮，我有系统满仓肉	第1集	101743	0	这么年轻的娘[捂脸]
北往	第1集	222069	0	渐行渐远渐无书
那年冬至	第1集	1827	0	好看
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	102026	0	王妈：我是个传统的女人[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	183760	0	笑死我了
北往	第1集	211494	0	泪目了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	225557	0	这花是有无数个是吗 [捂脸]
那年冬至	第4集	64075	0	男主不萌，苏苏才萌
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	219317	0	看魔术师吗？
家里家外	第2集	1886	0	类似喊父亲
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	103589	0	这对吗
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	245186	0	乍一看有点像成熟版小鬼
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	129352	0	[捂脸]
天下第一纨绔	第1集	120856	0	如烟大帝
荒年全村啃树皮，我有系统满仓肉	第2集	62107	0	H十升′、比士原
北往	第5集	55975	0	姓林吗
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	197257	0	哈哈哈哈
幸得相遇离婚时	第1集	136344	0	白月光？
北往	第2集	119594	0	这么快到重庆了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	77637	0	不要这样，我是一个很传统的女人
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	234279	0	[笑][笑][笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	36064	0	为什么没有纪伯达
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	195555	0	[没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	196137	0	对吗？回答我
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	189272	0	哈哈哈哈哈[捂脸][捂脸][捂脸][爽][爽]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	15775	0	终于来了。我等了好久了？
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	199884	0	快八十岁的大孩子了，要听话[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	147844	0	太好笑了吧
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	177075	0	我不行了[笑哭]
北往	第1集	94760	2	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	109210	0	好油腻
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	41358	0	老四好可爱[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	15292	0	终于来了
那年冬至	第2集	70257	0	[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	236210	1	不过，陈天祥真的挺帅的。
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	125453	0	婴儿肥的女孩
那年冬至	第1集	120581	0	小样还拿捏不了你[笑哭][笑哭][笑哭][偷笑]
荒年全村啃树皮，我有系统满仓肉	第1集	117860	0	三刷了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8939	0	终于能看上了
北往	第1集	92315	0	富滇银行不是云南的吗？咋还整一口东北话
北往	第1集	86445	1	过年了看这剧挺好，就稀罕老皮这大烟嗓
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8614	0	我滴妈呀 出的这么快
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	78695	0	帅死了。
那年冬至	第1集	632	0	回评：很好的剧本，很励志
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	44181	0	我还是喜欢模子哥
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	179586	0	[偷笑][偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	168527	0	大哥这身帅
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	97666	0	本色出演
那年冬至	第4集	30110	0	好多名场面，[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	87164	0	谁懂我弟弟在家看汪汪队
幸得相遇离婚时	第4集	84349	0	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	199172	0	奥特变身
北往	第1集	32994	2	二哥，你咋搁这儿呢？
北往	第2集	113169	0	孩子呢，孩子也是和闺蜜生的
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	198890	0	哈哈哈哈
北往	第1集	45063	0	哎我妈呀，这短剧的几个演员竟然演技这么好！！？
天下第一纨绔	第1集	119752	0	柳如烟大帝
云渺1：我修仙多年强亿点怎么了	第2集	145875	0	没救了 异性脑
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	1800	0	终于等到你
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	238464	0	可爱小狗
那年冬至	第3集	19506	0	一家人都挺好的，没有恶毒大嫂[鼓掌][鼓掌][鼓掌]
天下第一纨绔	第5集	54045	2	[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	76431	0	陈添祥
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	99596	0	牛
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	48460	0	导向也不错
北往	第3集	137273	3	这两活宝整一块了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	10017	0	刚刚添添小表情太萌了[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	107411	0	超级加辈
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	201128	0	笑不活了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	153200	0	变脸比我翻书还快
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	172596	0	[捂脸]
荒年全村啃树皮，我有系统满仓肉	第2集	96645	0	啊？磕到后面了，又不是磕到前面了。
北往	第5集	79366	0	会诈尸吗
撕夜	第3集	103057	2	[没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	14897	0	好有钱啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	207347	0	俺不中嘞
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	67522	0	小王子
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	133231	0	这个为什么每部都要回放一遍？
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	196165	0	啾咪 寒寒
撕夜	第3集	46230	0	二刷
撕夜	第2集	30659	0	二刷
北往	第5集	18619	0	哈哈哈
那年冬至	第5集	28220	0	女主就是一个开心果
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	77679	0	我自己还是个宝宝呢[赞]
撕夜	第3集	37970	0	[爱慕]第二遍了[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	193866	0	笑死了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	137504	0	哈哈哈笑死我了
那年冬至	第1集	61684	0	男主：我在这和你说遗嘱，你给我来这套[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	187507	0	我老公
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	12404	0	最爱的添添来啦
撕夜	第3集	35597	7	病娇病娇[没看够]
荒年全村啃树皮，我有系统满仓肉	第5集	60098	0	好人
天下第一纨绔	第2集	51938	0	[捂脸]
那年冬至	第2集	35422	0	好萌
北往	第2集	44879	12	公路片呐[鼓掌][鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	202997	0	我的发
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	95581	0	英宝！！！！！
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	145722	0	说点别人不知道的
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	195849	0	欧尼
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	140690	93	国粹：变脸术
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	69385	0	好可爱好可爱
那年冬至	第1集	69671	0	[笑哭][笑哭][笑哭]
撕夜	第5集	21989	2	女主太让八心疼了
那年冬至	第1集	42915	0	枢枢好美
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	20174	0	孩子是司机的
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	34556	0	好可怜[笑哭]
幸得相遇离婚时	第1集	121538	0	这个男主[偷笑]哪里都有他
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	15853	0	[没看够][没看够][没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	116143	0	超级加辈
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	272920	0	笑死了，我闺女也有个兔子捏捏乐[笑哭]
那年冬至	第4集	83420	0	[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	137655	4	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	96535	0	英宝
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	98838	0	终于等到了[赞][赞]
家里家外	第1集	165388	0	啥都没听清，就听到离婚了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	76115	0	终于等到了
北往	第4集	39277	0	做垃圾广告的也来了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	77549	0	好帅
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	119779	0	妈妈~
那年冬至	第2集	70755	0	好搞笑
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	202049	0	晚恋[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	70564	0	原来是你，好帅啊
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	28273	0	太奶奶脖子咋了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	95408	0	因为老三是撩妹高手[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	8637	0	英宝好可爱
北往	第2集	107052	0	快过年了，穿短袖
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	84696	0	是那个司机儿子吧
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	70595	10	医生:不是你们全家疯了就是我疯了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	81861	0	祥宝的衣服好好看[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	11927	0	等了好几个月了[鼓掌]
北往	第4集	25897	0	全是熟人
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	108337	0	感觉好自恋
家里家外	第2集	210793	0	[爱慕][爱慕][爱慕][没看够]
幸得相遇离婚时	第3集	19440	0	我说看着眼熟，云渺
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	80361	0	就是到处撒花呗[笑哭]
天下第一纨绔	第3集	56479	3	后妈故意把他养废
家里家外	第2集	32788	0	喜欢蔡晓燕
北往	第1集	64748	0	现实老板看见你拿也没事，我干了20多年工地，老板肯定知道意思
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	195247	0	好一个不要晚恋
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	2322	0	666666
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	45887	0	老爷子笑死人了
幸得相遇离婚时	第1集	45455	0	林燕我爱你
幸得相遇离婚时	第2集	58943	0	富二代这么低俗
荒年全村啃树皮，我有系统满仓肉	第3集	101635	0	都好孝顺[快哭了]原主都这样了还想着她[快哭了]
北往	第4集	36097	0	你做主
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	9197	0	终于来啦！[哭][哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	126704	0	司機，孩子不用說了。
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	187444	0	你管这叫小王子？
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	41710	0	你可以做她姨了
天下第一纨绔	第1集	294697	0	纨绔可不一定是真的纨绔哦
荒年全村啃树皮，我有系统满仓肉	第2集	114437	4	女主终于支棱起来了！期待逆袭
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	178933	0	[笑哭][笑哭][捂脸]
那年冬至	第1集	171696	0	二刷，好好看！推荐[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	191346	0	拍这个，怎么能不笑
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	98447	0	[赞][赞][赞][赞][送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	71618	0	二刷
幸得相遇离婚时	第2集	81013	0	这部剧入了698的坑
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8664	0	终于来了。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	207775	0	咋了 踩着音响就来了
家里家外	第2集	198148	13	告白了
北往	第5集	136377	0	咋交代的
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	111372	0	[爽]
北往	第2集	33913	0	我以为是那个敞篷车呢
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113923	158	笑不活了
北往	第2集	65016	0	冬天穿夏天衣服回东北？
家里家外	第4集	64674	0	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	90524	863	我是个传统的女人[大笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	33383	2	太帅啦
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	153285	0	那不赶快拜师
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	107552	0	666倒反天罡[偷笑]
家里家外	第5集	72833	0	能不能说普通话
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	158581	0	第3部也是终于上了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	176895	0	哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	26962	0	一伙的
撕夜	第1集	5225	0	三刷了
荒年全村啃树皮，我有系统满仓肉	第3集	37340	0	蕨菜是挖出来的
荒年全村啃树皮，我有系统满仓肉	第3集	89446	0	收藏这么高，肯定好看
天下第一纨绔	第1集	108442	0	不要弹出来
北往	第2集	97360	1	不是磊哥
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	55473	0	[捂脸][捂脸]笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	14068	0	终于盼来了[送花][送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	158281	0	这军人好帅呀
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	13170	0	终于上新了
家里家外	第4集	16406	0	两个都是四川人
北往	第1集	250798	0	这上的时间卡的真好
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	157461	0	追逐打闹？[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	16514	0	陈添祥[爱慕][爱慕][爱慕]
北往	第3集	87720	0	车丢了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	182947	0	YYDS是啥
北往	第1集	152354	0	都寄还了没钱回了
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	8152	0	预言家
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	226254	0	[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	235395	0	妈妈妈妈！[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	100589	0	女主嘴巴总是撅起
幸得相遇离婚时	第3集	9079	0	[送花][送花][送花]
北往	第4集	26359	0	没看着想哭像笑
家里家外	第2集	2443	0	铲铲什么意思[笑哭]
撕夜	第4集	73131	0	好像看过女版类似的剧
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	62811	0	笑死我了 小嘴巴闭起来
北往	第2集	77839	0	真有自杀的[捂脸]
北往	第1集	93667	0	甘蔗不知道请陈哥吃？！
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	57072	0	破百万收藏了[鼓掌][鼓掌][鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	45076	0	这两个人一伙的
北往	第1集	191920	0	我发现他们的剧都挺费烟[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	129215	0	二刷，第四部啥时候出
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	188094	0	[笑哭][笑哭][笑哭]
北往	第2集	31582	0	点冻死啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	124523	0	哈哈，动心了
家里家外	第2集	211721	0	不是表白，是求婚[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	90095	36	里面两兄弟我有点傻傻分不清
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	2422	0	既然第三季都来了既然第三季都来了！既然第三季都来了！[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	83036	0	这不能 使不得使不得
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	201950	0	这又是谁？
云渺1：我修仙多年强亿点怎么了	第1集	119149	1	九十多岁？驻颜有术
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	11184	2	看许我耀眼意外发现英宝上镜了，还跟露思对的戏
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	131265	0	神医呀[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	107071	0	如果是新生儿呢
那年冬至	第1集	1292	0	二刷了
荒年全村啃树皮，我有系统满仓肉	第5集	22026	0	阿彌陀佛…阿彌陀佛…阿彌陀佛…阿彌陀佛…阿彌陀佛…同生极乐！
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	54490	0	《小嘴巴闭起来，你吵到我耳朵了》
北往	第2集	22271	0	你俩这个骑过去也不带QQ都直接给你们卸了[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	176171	1	[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	32756	0	逐水神君儿子孙子就是多
北往	第5集	120325	0	你俩凑一块得把观众整疯
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	19331	0	压根看不够[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	82425	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	71168	0	[没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	240658	0	我也想这么丢脸[偷笑]
撕夜	第1集	92299	0	[怒][怒][怒][怒][怒]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	186846	0	[笑哭][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	116314	0	就是败类[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	121395	0	[捂脸]
家里家外	第2集	213708	0	简单直接[捂脸]
家里家外	第5集	81112	0	那个年代的200块钱是真的钱
撕夜	第2集	76713	9	病娇占有欲又起来
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	119182	0	[笑哭][笑哭][笑哭]什么人都撩
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	52250	0	哈哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	25962	0	添宝[捂脸]
家里家外	第4集	63901	0	听四川话老汉，好有喜感[捂脸]
那年冬至	第3集	37495	0	好帅
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	180068	0	我的妈呀
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	89482	0	婴儿肥[笑哭][笑哭][笑哭]
家里家外	第4集	5191	2	好老公还得是短剧里找[赞]
撕夜	第1集	23801	0	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	1041	0	6[没看够][没看够][没看够]哈哈哈
撕夜	第2集	128219	1	吓哭了[笑哭]
北往	第1集	119270	0	西双版纳至哈尔滨
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	43384	0	我感觉他像装傻。
天下第一纨绔	第1集	19086	0	[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	10482	0	终于出了，我等了好久。
那年冬至	第4集	65046	0	工具
家里家外	第5集	101441	1	二刷[没看够][没看够][没看够]
那年冬至	第2集	5216	0	好好好
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	103588	0	哈哈哈
那年冬至	第2集	141762	0	我喜欢
荒年全村啃树皮，我有系统满仓肉	第3集	7036	0	阿彌陀佛…阿彌陀佛…阿彌陀佛…阿彌陀佛…阿彌陀佛…同生极乐！
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	92085	0	好看
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	150109	23	咱们大女主也能当上AI了吧[笑哭]啥都知道[笑哭]
幸得相遇离婚时	第2集	52	0	关
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	78350	0	太帅了[没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	106534	0	在现实中好像是的
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	188699	0	宝子，我真的没招了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	24661	0	好萌啊
撕夜	第1集	50688	0	三刷
天下第一纨绔	第1集	76470	0	如烟大帝[送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	110471	0	这不是个中央空调吗？[尬笑]
那年冬至	第4集	23442	0	[捂脸][捂脸][捂脸]
云渺1：我修仙多年强亿点怎么了	第1集	69832	0	[酷][酷]
家里家外	第4集	32952	0	重庆话
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	237921	0	好可爱[鼓掌][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	57328	4	陈添祥！[爱慕]
北往	第4集	41345	0	刘县长
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	80217	0	祥祥
天下第一纨绔	第5集	7769	0	来都来了
撕夜	第4集	105276	21	震惊脸
幸得相遇离婚时	第1集	105668	0	N刷
北往	第5集	76759	3	还是这个妈
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	166103	3	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	74415	3	原来是他啊，陈添祥啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113693	0	十七郎，太太太喜欢了
天下第一纨绔	第2集	41471	0	想起来楚乔 也是用露珠
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	10166	0	太搞笑了吧
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	91970	0	这一部把心尖上的男人整来一大半了[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	91039	0	哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	196245	0	[笑][笑][笑][笑]
家里家外	第4集	120934	24	这个娃儿机灵[赞][赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	174241	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	92122	8	打脸成功
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	57447	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	91265	0	我是个传统女人
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	199896	0	我以为那个穿军装的呢！[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8038	0	终于来了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	95563	0	海大畔
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	65103	0	大家好，我是纪伯达
北往	第1集	237637	0	[快哭了][快哭了][快哭了]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	56126	1	我一个七七四19天
那年冬至	第1集	0	0	让我看看是谁也是一上线就看！
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	170414	0	[捂脸][笑哭][送花]
撕夜	第1集	133295	0	二刷
那年冬至	第1集	81680	0	想起了《遇见你之前》，那个电影给我哭的稀里哗啦的[哭]
那年冬至	第3集	16878	0	小卡上面的人是谁呀
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	32948	0	期待第四季[飞吻][飞吻]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	70310	0	高跟鞋
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	109240	0	添添太帅了
荒年全村啃树皮，我有系统满仓肉	第1集	112629	0	四刷
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	175218	0	什么年龄的人都不喜欢上学[笑哭][笑哭][笑哭]
北往	第2集	11563	0	以前打工人回家过年就是摩托大部队
那年冬至	第4集	85668	0	我们翅的娇夫味儿说来就来[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	111172	0	添添你也很美
那年冬至	第1集	169538	0	亲哪去了，偏啦，亲鼻孔去啦
撕夜	第2集	109687	0	打晕了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	148451	0	这不李昱潼吗
撕夜	第1集	29224	0	三刷
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	40623	0	呵呵呵
北往	第5集	122466	0	[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	183033	0	继续失忆吧太可爱了
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	161495	0	哦
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	1175	0	太搞笑了
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	75166	0	总觉得那个张丽丽有阴谋
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	24810	0	短剧看多了都学会预判了哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	100032	5	[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	239685	0	英宝越来越入戏
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	95948	0	英宝真的好可爱！
那年冬至	第3集	77863	0	No no no卡片上是张翅（虽然我知道男主是张翅演的）
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	137251	0	一针就好了？
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	56109	0	妖孽，你吵到我的耳朵了！
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	40778	0	这不张昊玥吗
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	106333	0	中央空调呗
撕夜	第1集	270200	0	密码正确吗
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	190790	0	《大孩子》
北往	第5集	118429	0	大晚上的，笑死我了。
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	194333	0	我三傻了[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	98104	0	太奶权威
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	105711	0	[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	223614	0	BGM来了！
北往	第1集	164559	0	这个人的牙齿跟我的是一样儿一样儿的[捂脸]
家里家外	第5集	0	9	我有哈数[捂脸][捂脸][捂脸]
